,unique_id,transaction_id,unformatted_date,product_id,product_name,category_id,category_name,parent_id,parent_name,product_count,site_id,site_name,address,city,zip,latitude,longitude,site_status,revenue,gross_profit,costs,units
1120,903144,20190309|362|1|1|5945297,2019-06-02,5400,COMBOS PIZZA PRTZL 15OZ,58,Salty Snacks-other (157),5,Salty Snacks,161,132,362 Norfork,13862 Highway 5 S,Norfork,72658,36.2088,-92.2863,ACTIVE,4.99,2.43333,2.55667,1.0
1511,1778347,20190311|973|3|3|5230849,2019-06-03,2402,MM APL JC 12OZ,260,Pk Bev-juice No Tax (78),151,Juice No Tax (311),95,476,973 Lafayette,603 S Public Rd,Lafayette,80026,39.9932,-105.091,ACTIVE,2.09,1.1252,0.9648,1.0
1793,1010099,20190311|383|1|1|6640599,2019-06-04,5558,GRIZZLY LC WNTRGRN,334,Tobacco-round Can Snuff (960),321,Smokeless (951),363,153,383 Rogers,4600 W Walnut St,Rogers,72756,36.3337,-94.1811,ACTIVE,6.04,1.45284,4.58716,1.0
1400,2799732,20190312|700|2|2|835316,2019-06-05,5365,LARGE COFFEE,145,Hot Disp Bev-retail (301),232,Hot Dispensed Beverage,9,350,700 Montgomery,6495 Atlanta Hwy,Montgomery,36117,39.0994,-91.6456,ACTIVE,1.79,0.969485,0.820515,1.0
235,154841,20190312|1475|5|1|933525,2019-06-05,9639,52OZ FTN REFILL,154,Cold Bev-refills (314),233,Cold Dispensed Beverage,8,37,1475 Montgomery,851 Ann St,Montgomery,36107,39.3071,-91.486,ACTIVE,1.49,0.965973,0.524027,1.0
867,1205362,20190312|465|2|2|4683393,2019-06-05,7496,BANG PCH MNGO 16OZ,261,Pk Bev-energy (carbonated) Fs (79),242,Energy carbonated,268,221,465 Sturgeon,111 N Wentz St,Sturgeon,65284,39.2347,-92.2822,ACTIVE,2.13,0.88741,1.24259,1.0
878,2136431,20190312|29|1|100|5169117,2019-06-05,18980,G87E10S,1,Fuel Premuim,78,Fuel,68,111,29 Washburn,303 Main St,Washburn,65772,36.5885,-93.9646,ACTIVE,28.0,3.6228,24.3772,12.076
2605,266783,20190313|635|2|1|642095,2019-06-06,10775,CHOC CVRD SEA SLT CRML 6OZ,266,Vegan Candy,331,Candy,304,326,635 Wessington,170 Wessington St S,Wessington,57381,44.4532,-98.6973,ACTIVE,2.29,1.33,0.96,1.0
1726,2421982,20190313|952|2|1|4653396,2019-06-06,839,SMALL COFFEE,145,Hot Disp Bev-retail (301),232,Hot Dispensed Beverage,9,458,952 Tie Siding,1741 S Us Highway 287,Tie Siding,82084,41.0813,-105.509,ACTIVE,1.59,1.59,0.0,1.0
90,1558603,20190313|670|1|100|6872217,2019-06-06,18978,G87E10M-B34,1,Fuel Premuim,78,Fuel,68,339,670 Alamosa,505 3Rd St,Alamosa,81101,37.4708,-105.865,ACTIVE,35.02,4.0737,30.9463,13.579
1501,629878,20190313|59|1|1|3827980,2019-06-06,760,TRIDENT WTGRN GUM 14PC,263,Gum,119,Gum,128,313,59 Meservey,421 1St St,Meservey,50457,42.9122,-93.4784,ACTIVE,1.59,0.84769,0.74231,1.0
2049,78178,20190313|386|1|2|2758787,2019-06-06,10866,BISCUIT SSG EGG CHZ FCS,272,Breakfast Food,271,Breakfast Sandwiches,97,156,386 Gravette,613 Main St Sw,Gravette,72736,36.4217,-94.4614,ACTIVE,2.79,1.957,0.833,1.0
2672,1724721,20190314|921|2|3|3572805,2019-06-07,2034,WRIGLEY BIG RED SLM 15PC,263,Gum,119,Gum,128,440,921 Greenwood Vlg,8525 E Arapahoe Rd,Greenwood Vlg,80112,39.5964,-104.891,ACTIVE,1.59,0.83522,0.75478,1.0
1988,1654297,20190315|887|1|1|5754910,2019-06-08,12815,DJARU SPCL CIGAR,325,High Grade,320,Cigars,37,418,887 Greenfield,100 Madison St,Greenfield,73043,35.7276,-98.3789,ACTIVE,12.78,2.59112,10.18888,2.0
2177,47880,20190315|26|2|2|3431607,2019-06-08,5518,DAIRYPURE TRUMOO WHL CHOC 14OZ,332,Flavored Milk,180,Milk,37,104,26 Aitkin,15 Minnesota Ave N,Aitkin,56431,46.5321,-93.707,ACTIVE,1.99,0.80453,1.18547,1.0
1434,658775,20190315|120|3|2|1427339,2019-06-08,1752,BUSCH LT 18PK CAN,205,Beer-popular (43),246,Beer,74,10,120 Clanton,1415 7Th Street South,Clanton,35045,43.2007,-91.1525,ACTIVE,15.99,1.44,14.55,1.0
2538,1473700,20190316|571|1|1|4083011,2019-06-09,7492,BANG PWR PNCH 16OZ,261,Pk Bev-energy (carbonated) Fs (79),242,Energy carbonated,268,305,571 Leeds,8551 Whitfield Ave,Leeds,35094,40.3385,-95.393,ACTIVE,2.79,1.49739,1.29261,1.0
2018,1186557,20190316|453|6|1|4960608,2019-06-09,6705,PROPEL FIT KIWI STRWBRY 20OZ,255,Bottled Water,150,Juice/tonics,174,210,453 Butler,114 W Ohio St,Butler,64730,38.2588,-94.334,ACTIVE,1.99,1.0188,0.9712,1.0
1321,1702717,20190316|914|5|1|4080107,2019-06-09,10088,CO 7-11-21 885,138,Gaming-lottery (scratch Tickt) (272),175,Lottery (360),1575,434,914 Centennial,2221 E Arapahoe Rd,Centennial,80122,39.5957,-104.963,ACTIVE,2.0,0.14,1.86,2.0
2986,924456,20190317|367|1|1|3378974,2019-06-10,12323,COPENHGN POCH,334,Tobacco-round Can Snuff (960),321,Smokeless (951),363,136,367 Arthur,309 Fir St,Arthur,69121,41.5711,-101.691,ACTIVE,11.68,3.7576,7.9224,2.0
1433,1559902,20190317|670|1|1|6884421,2019-06-10,12324,SKOAL WNTRGRN POCH,334,Tobacco-round Can Snuff (960),321,Smokeless (951),363,339,670 Alamosa,505 3Rd St,Alamosa,81101,37.4708,-105.865,ACTIVE,12.78,2.7,10.08,2.0
613,1820231,20190317|1056|1|3|1435494,2019-06-10,6246,COKE 12OZ GLS,250,Pk Bev-csd/pop (71),243,Pop (587),448,3,1056 Rockwell City,520 4Th St,Rockwell City,50579,42.3938,-94.6338,ACTIVE,1.59,0.57,1.02,1.0
1060,193455,20190318|320|1|100|745804,2019-06-11,18978,G87E10M-B34,1,Fuel Premuim,78,Fuel,68,122,320 Northglenn,850 W 112Th Ave,Northglenn,80234,39.8994,-104.998,ACTIVE,65.44,7.467,57.973,24.89
2533,50823,20190318|187|1|2|2716116,2019-06-11,10318,MONSTER UL ZRO 24OZ,261,Pk Bev-energy (carbonated) Fs (79),242,Energy carbonated,268,57,187 Tallassee,1300 Gilmer Ave,Tallassee,36078,46.6472,-93.1276,ACTIVE,3.79,1.72835,2.06165,1.0
1671,1271004,20190319|497|2|2|3439307,2019-06-12,12834,DRYFT SPMNT 7MG,334,Tobacco-round Can Snuff (960),321,Smokeless (951),363,257,497 Patton,1000 State Route 51,Patton,63662,37.5003,-90.0134,ACTIVE,4.69,1.6625,3.0275,1.0
120,972245,20190320|370|4|2|5370284,2019-06-13,2403,MM ORNG JC 12OZ,260,Pk Bev-juice No Tax (78),151,Juice No Tax (311),95,140,370 Dunning,403 Jewett Ave,Dunning,68833,41.8281,-100.105,ACTIVE,1.89,0.77223,1.11777,1.0
300,495502,20190320|466|1|1|3418042,2019-06-13,5291,MLKYWA FDG 3OZ KS,266,Vegan Candy,331,Candy,304,222,466 Centralia,104 W Sneed St,Centralia,65240,39.2103,-92.1384,ACTIVE,1.99,0.89367,1.09633,1.0
18,1907028,20190320|4923|3|2|5268268,2019-06-13,10059,CO $50 SERIES II CASH CANNON BNKRL BLAST 856,138,Gaming-lottery (scratch Tickt) (272),175,Lottery (360),1575,250,4923 Commerce City,7351 Magnolia St,Commerce City,80022,39.8303,-104.911,ACTIVE,50.0,3.5,46.5,1.0
1658,2204721,20190320|383|1|1|6664795,2019-06-13,18980,G87E10S,1,Fuel Premuim,78,Fuel,68,153,383 Rogers,4600 W Walnut St,Rogers,72756,36.3337,-94.1811,ACTIVE,7.0,0.8754,6.1246,2.918
2900,355006,20190320|360|2|2|3117705,2019-06-13,2203,CHEEZ IT WHT CHDR 3OZ,57,Crackers,5,Salty Snacks,56,130,360 Roseland,9230 S Lincoln Ave,Roseland,68973,40.4705,-98.5592,ACTIVE,1.99,1.166,0.824,1.0
209,961946,20190321|370|1|100|5373919,2019-06-14,18987,G88E15-B92,1,Fuel Premuim,78,Fuel,68,140,370 Dunning,403 Jewett Ave,Dunning,68833,41.8281,-100.105,ACTIVE,66.63,7.8417,58.7883,26.139
2122,89480,20190322|966|3|1|2357228,2019-06-15,6273,DASANI 1LT,255,Bottled Water,150,Juice/tonics,174,470,966 Cowley,71 E Main St,Cowley,82420,44.8837,-108.468,ACTIVE,2.29,1.02627,1.26373,1.0
2319,2125927,20190323|700|1|100|857936,2019-06-16,18980,G87E10S,1,Fuel Premuim,78,Fuel,68,350,700 Montgomery,6495 Atlanta Hwy,Montgomery,36117,39.0994,-91.6456,ACTIVE,39.23,4.9677,34.2623,16.559
2940,278877,20190323|447|1|2|3936387,2019-06-16,12362,COPENHGN LC WNTRGRN,334,Tobacco-round Can Snuff (960),321,Smokeless (951),363,208,447 Lamar,131 W 11Th St,Lamar,64759,37.4941,-94.2775,ACTIVE,4.29,1.33632,2.95368,1.0
1037,1473851,20190323|571|5|2|4097407,2019-06-16,9131,MO QUICK 100S 234,138,Gaming-lottery (scratch Tickt) (272),175,Lottery (360),1575,305,571 Leeds,8551 Whitfield Ave,Leeds,35094,40.3385,-95.393,ACTIVE,2.0,0.1,1.9,1.0
1101,1108950,20190323|406|3|2|5990400,2019-06-16,1639,BUD LT 25OZ CAN,196,Beer-premium (42),246,Beer,186,178,406 Harrison,215 W Industrial Park Rd,Harrison,72601,36.2509,-93.1298,ACTIVE,2.5,0.87331,1.62669,1.0
1924,2671128,20190323|250|2|2|5358378,2019-06-16,5538,MEDIUM FTN,152,Cold Bev-retail (311),233,Cold Dispensed Beverage,11,101,250 Ayr,4075 W Lincoln St,Ayr,68925,40.4372,-98.4387,ACTIVE,1.29,0.811914,0.478086,1.0
2508,1256669,20190324|493|1|1|5030532,2019-06-17,2890,PALLM RED 100 BX,162,Cig-discount (332),8,Cigarettes,158,252,493 Brewton,2041 Douglas Avenue,Brewton,36426,40.025,-94.9733,ACTIVE,4.27,-0.404,4.674,1.0
605,275933,20190325|700|6|1|861248,2019-06-18,4435,HERSHEY CKIE N CRM 2.6OZ KS,285,Gluten Free Candy,331,Candy,62,350,700 Montgomery,6495 Atlanta Hwy,Montgomery,36117,39.0994,-91.6456,ACTIVE,1.99,0.91613,1.07387,1.0
2212,290895,20190326|954|1|2|2342421,2019-06-19,5046,POPTART BRN SGR CIN 2CT,69,Other Snack,65,Health Snacks,42,460,954 Lovell,167 E 3Rd St,Lovell,82431,44.8393,-108.39,ACTIVE,1.19,0.64429,0.54571,1.0
2701,1378810,20190326|556|4|1|3772729,2019-06-19,10332,MONSTER PIPELINE PNCH JC 16OZ,261,Pk Bev-energy (carbonated) Fs (79),242,Energy carbonated,268,291,556 Saint Joseph,3906 Oakland Ave,Saint Joseph,64506,39.7825,-94.799,ACTIVE,1.93,0.54655,1.38345,1.0
675,245137,20190326|939|4|1|823544,2019-06-19,5282,M&M PNUT PSTL KS,266,Vegan Candy,331,Candy,304,452,939 Campo,183 W 4Th St,Campo,81029,37.1055,-102.58,ACTIVE,3.98,1.72666,2.25334,2.0
1109,811091,20190327|227|2|2|5344729,2019-06-20,780,TRIDENT WHT SPMNT 16PC,263,Gum,119,Gum,128,90,227 Winthrop,253 W Madison St,Winthrop,50682,42.4732,-91.7338,ACTIVE,1.59,0.78596,0.80404,1.0
720,1218721,20190327|470|1|1|4944306,2019-06-20,14971,NJOY ACE WTRMLN 5% POD 2CT,339,Cartridges,337,E-Cigarettes,142,227,470 Columbia,2300 Bernadette Dr Ste 200,Columbia,65203,38.9632,-92.3734,CLOSED,9.99,3.72571,6.26429,1.0
493,522705,20190327|473|1|1|3750972,2019-06-20,9141,MO TRIPLE BONUS CRSSWRD 246,138,Gaming-lottery (scratch Tickt) (272),175,Lottery (360),1575,230,473 Hume,101 Main St,Hume,64752,38.091,-94.5834,ACTIVE,5.0,0.25,4.75,1.0
1085,1747345,20190327|930|2|2|4323680,2019-06-20,10664,ORNG JC 16OZ,260,Pk Bev-juice No Tax (78),151,Juice No Tax (311),95,445,930 Aurora,2500 S Abilene St,Aurora,80014,39.6704,-104.828,ACTIVE,1.79,1.05154,0.73846,1.0
1282,73539,20190328|906|2|2|2281591,2019-06-21,2535,SWISHER MINI ISL BSH CIGRL 3F2,335,Tobacco-cigarillo (962),320,Cigars,342,428,906 Aurora,18555 E Smoky Hill Rd,Aurora,80015,39.6192,-104.771,ACTIVE,2.39,1.095,1.295,1.0
838,1191472,20190328|453|3|1|4986131,2019-06-21,12366,SKOAL SNUS MNT CN,334,Tobacco-round Can Snuff (960),321,Smokeless (951),363,210,453 Butler,114 W Ohio St,Butler,64730,38.2588,-94.334,ACTIVE,4.49,1.45137,3.03863,1.0
601,359433,20190329|858|2|1|2381345,2019-06-22,3032,VSLIM MEN GLD BX,161,Cig-premium (331),8,Cigarettes,435,393,858 Watonga,121 N Noble Ave,Watonga,73772,35.8453,-98.4133,ACTIVE,9.39,2.02,7.37,1.0
996,1746060,20190329|930|2|2|4327007,2019-06-22,9911,CO 30X 105,138,Gaming-lottery (scratch Tickt) (272),175,Lottery (360),1575,445,930 Aurora,2500 S Abilene St,Aurora,80014,39.6704,-104.828,ACTIVE,3.0,0.21,2.79,1.0
692,62805,20190330|240|1|1|3153258,2019-06-23,495,STARBUCKS FRAPP CRML HNY VNL  13.7OZ,363,Coffee Drinks,36,Dairy,110,98,240 Marathon,114 Agora St,Marathon,50565,42.8595,-94.9825,ACTIVE,3.19,1.50588,1.68412,1.0
2092,46482,20190401|320|3|1|775033,2019-06-25,7539,RED BULL 12OZ 4PK,261,Pk Bev-energy (carbonated) Fs (79),242,Energy carbonated,268,122,320 Northglenn,850 W 112Th Ave,Northglenn,80234,39.8994,-104.998,ACTIVE,3.29,1.37054,1.91946,1.0
2190,1392560,20190401|560|3|1|5492627,2019-06-25,10388,MONSTER JAVA KONA 15OZ CAN,363,Coffee Drinks,36,Dairy,110,295,560 Columbia,3709 Sandman Ln,Columbia,65201,38.9096,-92.3341,ACTIVE,2.99,1.26,1.73,1.0
1301,1829903,20190403|1056|1|100|1469397,2019-06-27,18997,G91E00P,1,Fuel Premuim,78,Fuel,68,3,1056 Rockwell City,520 4Th St,Rockwell City,50579,42.3938,-94.6338,ACTIVE,20.21,1.9251,18.2849,6.417
1135,2290147,20190403|563|1|100|4281135,2019-06-27,18980,G87E10S,1,Fuel Premuim,78,Fuel,68,298,563 Jackson,4206 N College Ave,Jackson,36545,40.4403,-95.3812,ACTIVE,42.0,5.0418,36.9582,16.806
1963,1786940,20190403|973|1|3|5282609,2019-06-27,12086,CLIF BARS WHT CHOC MACA 2.4OZ,70,Healthy Snacks,65,Health Snacks,184,476,973 Lafayette,603 S Public Rd,Lafayette,80026,39.9932,-105.091,ACTIVE,1.99,1.16377,0.82623,1.0
2939,185337,20190404|532|1|3|1250728,2019-06-28,3167,MARLB BLND NO 27 BX S50,206,Cig-off Inv-premium (441),11,Off Invoice Cigs (104),199,278,532 Wiota,405 Pioneer Ave,Wiota,50274,41.4039,-94.8908,ACTIVE,7.86,2.16101,5.69899,1.0
2378,2051304,20190404|933|1|2|3463668,2019-06-28,18973,G85E10S,1,Fuel Premuim,78,Fuel,68,447,933 Las Animas,513 6Th St,Las Animas,81054,38.0661,-103.223,ACTIVE,4.5,0.5193,3.9807,1.731
2514,1495556,20190404|631|6|1|4081391,2019-06-28,4326,CORONA FAMILIAR 6PK GLS,211,Imported Beer,246,Beer,133,324,631 Hitchcock,386 Clarke St,Hitchcock,57348,44.6302,-98.4081,ACTIVE,10.49,3.215,7.275,1.0
1248,2095726,20190404|635|3|1|675446,2019-06-28,18980,G87E10S,1,Fuel Premuim,78,Fuel,68,326,635 Wessington,170 Wessington St S,Wessington,57381,44.4532,-98.6973,ACTIVE,25.0,3.0012,21.9988,10.004
2383,2615185,20190404|890|1|1|3053510,2019-06-28,2179,HOT DOG FCS,280,Roller Grill Food,279,Roller Grill,9,420,890 Hitchcock,107 W Main St,Hitchcock,73744,35.9682,-98.3491,ACTIVE,2.15,0.756,1.394,2.0
2758,2231441,20190405|409|2|2|5352639,2019-06-29,18980,G87E10S,1,Fuel Premuim,78,Fuel,68,181,409 Cave Springs,115 E Midway St,Cave Springs,72718,36.2636,-94.2313,ACTIVE,32.59,3.9129,28.6771,13.043
21,943196,20190405|368|1|2|4520445,2019-06-29,10870,CRSNT BCN EGG CHZ FCS,272,Breakfast Food,271,Breakfast Sandwiches,97,137,368 Harrisburg,306 State St,Harrisburg,69345,41.5565,-103.741,ACTIVE,4.5,2.236,2.264,2.0
1069,1062986,20190406|391|5|3|7308185,2019-06-30,6257,DASANI 20OZ,255,Bottled Water,150,Juice/tonics,174,161,391 Hamilton,1706 Military Street South,Hamilton,35570,34.4062,-91.4074,ACTIVE,2.98,1.68806,1.29194,2.0
2362,1785536,20190406|973|3|3|5290292,2019-06-30,9908,CO GIVE ME 5 101,138,Gaming-lottery (scratch Tickt) (272),175,Lottery (360),1575,476,973 Lafayette,603 S Public Rd,Lafayette,80026,39.9932,-105.091,ACTIVE,5.0,0.35,4.65,1.0
913,2647872,20190407|532|2|2|1256632,2019-07-01,5538,MEDIUM FTN,152,Cold Bev-retail (311),233,Cold Dispensed Beverage,11,278,532 Wiota,405 Pioneer Ave,Wiota,50274,41.4039,-94.8908,ACTIVE,1.29,0.836838,0.453162,1.0
650,2274263,20190407|521|1|1|2271861,2019-07-01,18980,G87E10S,1,Fuel Premuim,78,Fuel,68,275,521 Attalla,973 Gilbert Ferry Road Se,Attalla,35954,40.9892,-94.7355,ACTIVE,10.0,1.1034,8.8966,3.678
542,1753836,20190408|933|1|1|3469754,2019-07-02,18977,G87E10M,1,Fuel Premuim,78,Fuel,68,447,933 Las Animas,513 6Th St,Las Animas,81054,38.0661,-103.223,ACTIVE,20.0,2.121,17.879,7.07
2164,1523484,20190409|657|2|2|4767009,2019-07-02,10407,PREM SWT TEA 16OZ,251,Iced Tea,150,Juice/tonics,166,330,657 Aurora,15355 E Colfax Ave Unit A,Aurora,80011,39.742,-104.809,ACTIVE,3.0,1.88526,1.11474,2.0
777,2613526,20190409|670|1|1|6955103,2019-07-03,2179,HOT DOG FCS,280,Roller Grill Food,279,Roller Grill,9,339,670 Alamosa,505 3Rd St,Alamosa,81101,37.4708,-105.865,ACTIVE,2.79,1.402,1.388,2.0
345,1685464,20190409|905|2|1|255849,2019-07-03,12959,TAKIS FUGO BRCL 9.9OZ,53,Salty Snacks -tort/corn Chips (152),5,Salty Snacks,243,427,905 Mobile,685 Schillinger Rd,Mobile,36695,39.8319,-105.004,ACTIVE,4.09,2.49867,1.59133,1.0
651,260481,20190409|292|1|1|3124823,2019-07-03,14520,JIM BEAM APL 50ML,173,Whiskey,249,Liquor,201,112,292 Aredale,117 E Main St,Aredale,50605,42.8351,-93.0034,ACTIVE,3.0,1.38,1.62,2.0
402,363284,20190410|292|2|2|3125517,2019-07-04,3561,SUNCHI SALSA 7OZ,53,Salty Snacks -tort/corn Chips (152),5,Salty Snacks,243,112,292 Aredale,117 E Main St,Aredale,50605,42.8351,-93.0034,ACTIVE,3.29,0.87,2.42,1.0
1601,1981733,20190410|237|2|1|3864285,2019-07-04,5388,MEDIUM COFFEE,145,Hot Disp Bev-retail (301),232,Hot Dispensed Beverage,9,95,237 Rowley,111 Ely St,Rowley,52329,42.3701,-91.8436,ACTIVE,1.69,1.69,0.0,1.0
1683,1289522,20190410|498|1|1|5773969,2019-07-04,2977,NESQUIK MLK VNL 14OZ,332,Flavored Milk,180,Milk,37,258,498 Calera,5100 Hwy 31,Calera,35040,40.0616,-94.7649,ACTIVE,2.29,0.94746,1.34254,1.0
1383,1830002,20190410|1056|2|1|1483082,2019-07-04,10316,MONSTER UL RD 16OZ,261,Pk Bev-energy (carbonated) Fs (79),242,Energy carbonated,268,3,1056 Rockwell City,520 4Th St,Rockwell City,50579,42.3938,-94.6338,ACTIVE,2.14,0.75667,1.38333,1.0
1823,1448501,20190411|563|4|2|4300972,2019-07-05,1283,SPARKLING ICE KIWI STRWBRY 17OZ,253,Juice Drinks,150,Juice/tonics,106,298,563 Jackson,4206 N College Ave,Jackson,36545,40.4403,-95.3812,ACTIVE,1.69,1.04296,0.64704,1.0
1252,2007484,20190411|493|1|100|5067731,2019-07-05,18963,DIESELBIO,1,Fuel Premuim,78,Fuel,68,252,493 Brewton,2041 Douglas Avenue,Brewton,36426,40.025,-94.9733,ACTIVE,77.0,8.4027,68.5973,28.009
2861,2876406,20190412|453|2|1|5020147,2019-07-06,5628,LARGE FTN,152,Cold Bev-retail (311),233,Cold Dispensed Beverage,11,210,453 Butler,114 W Ohio St,Butler,64730,38.2588,-94.334,ACTIVE,1.49,0.975192,0.514808,1.0
2026,850180,20190412|237|1|1|3867175,2019-07-06,3753,DORITO SPCY NCHO 3.125OZ,53,Salty Snacks -tort/corn Chips (152),5,Salty Snacks,243,95,237 Rowley,111 Ely St,Rowley,52329,42.3701,-91.8436,ACTIVE,1.89,0.56615,1.32385,1.0
2757,2793008,20190412|930|4|2|4350961,2019-07-06,10468,X-LARGE FTN,152,Cold Bev-retail (311),233,Cold Dispensed Beverage,11,445,930 Aurora,2500 S Abilene St,Aurora,80014,39.6704,-104.828,ACTIVE,1.5,0.61354,0.88646,1.0
1932,1332466,20190413|520|2|2|5565107,2019-07-07,217,DT MT DEW 20OZ,250,Pk Bev-csd/pop (71),243,Pop (587),448,274,520 Atlantic,1630 E 7Th St,Atlantic,50022,41.4048,-94.9895,ACTIVE,1.67,0.4878,1.1822,1.0
2147,727553,20190414|156|1|2|3378992,2019-07-08,6288,COKE VNL 20OZ,250,Pk Bev-csd/pop (71),243,Pop (587),448,46,156 Semmes,7855 Moffett Rd,Semmes,36575,41.9024,-91.9226,ACTIVE,1.99,0.76111,1.22889,1.0
1905,78126,20190415|254|2|2|2826989,2019-07-09,242,PEPSI WLD CHRY 20OZ,250,Pk Bev-csd/pop (71),243,Pop (587),448,103,254 Rembrandt,107 E Main St,Rembrandt,50576,42.8258,-95.1655,ACTIVE,1.99,0.80826,1.18174,1.0
1944,169930,20190417|685|2|2|495227,2019-07-11,11058,SLC PZ BCN CHSBGR 13IN FCS,287,Slices,277,Pizza,39,345,685 Centennial,7255 S Havana St Ste 140,Centennial,80112,39.5848,-104.868,ACTIVE,4.0,2.396,1.604,4.0
895,395805,20190418|1957|1|1|1216774,2019-07-12,7284,ZYN WNTRGRN NT 6MG,336,Tobacco-alternative (963),321,Smokeless (951),20,61,1957 Laramie,715 Plaza Ln,Laramie,82070,41.295,-105.589,ACTIVE,4.99,1.74375,3.24625,1.0
829,747803,20190419|158|4|4|8078010,2019-07-13,17116,BOXED WATER IS BETTER 1LT,255,Bottled Water,150,Juice/tonics,174,49,158 Russellville,13675 Hwy 43,Russellville,35653,33.2376,-91.5121,ACTIVE,2.59,1.57278,1.01722,1.0
2963,2755676,20190419|200|3|3|5420725,2019-07-13,216,MT DEW 20OZ,250,Pk Bev-csd/pop (71),243,Pop (587),448,64,200 Cedar Falls,221 W 6Th St,Cedar Falls,50613,42.5336,-92.4478,ACTIVE,1.99,0.79403,1.19597,1.0
443,715838,20190419|152|3|1|6427804,2019-07-13,11050,SLC PZ PEPPRNI 13IN FCS,287,Slices,277,Pizza,39,42,152 Wilmot,202 Mccombs St,Wilmot,71676,33.0593,-91.5728,ACTIVE,3.98,3.514,0.466,2.0
1499,1063490,20190419|391|2|1|7346418,2019-07-13,15327,AR BIG WIN 499,138,Gaming-lottery (scratch Tickt) (272),175,Lottery (360),1575,161,391 Hamilton,1706 Military Street South,Hamilton,35570,34.4062,-91.4074,ACTIVE,10.0,0.5,9.5,1.0
1638,974770,20190419|370|5|2|5454932,2019-07-13,13951,BURTS BEES MNG BTTR LPBLM .15OZ,100,Skin Care,127,Health & Beauty,93,140,370 Dunning,403 Jewett Ave,Dunning,68833,41.8281,-100.105,ACTIVE,3.59,1.472,2.118,1.0
1849,1679888,20190419|891|3|1|3395562,2019-07-13,6242,COKE 20OZ,250,Pk Bev-csd/pop (71),243,Pop (587),448,421,891 Canton,202 W Main St,Canton,73724,36.0537,-98.5899,ACTIVE,3.33,0.87158,2.45842,2.0
2456,2278416,20190419|551|2|1|4087481,2019-07-13,18980,G87E10S,1,Fuel Premuim,78,Fuel,68,287,551 Ashland,131 E Broadway,Ashland,65010,38.7749,-92.2606,ACTIVE,10.0,1.2351,8.7649,4.117
2812,158062,20190420|1443|3|1|724779,2019-07-14,6242,COKE 20OZ,250,Pk Bev-csd/pop (71),243,Pop (587),448,30,1443 Huntsville,6140A Univ Drive,Huntsville,35806,42.2241,-91.875,ACTIVE,1.66,0.43724,1.22276,1.0
1119,856118,20190420|250|1|1|5428376,2019-07-14,3062,MARLB 72 BX,206,Cig-off Inv-premium (441),11,Off Invoice Cigs (104),199,101,250 Ayr,4075 W Lincoln St,Ayr,68925,40.4372,-98.4387,ACTIVE,13.0,1.57304,11.42696,2.0
848,1317628,20190420|518|3|2|5273889,2019-07-14,10865,CRSNT HAM EGG CHZ FCS,272,Breakfast Food,271,Breakfast Sandwiches,97,272,518 Massena,99 Main St,Massena,50853,41.2517,-94.7692,ACTIVE,2.17,1.182,0.988,1.0
1092,2037161,20190421|667|1|100|5846738,2019-07-15,18973,G85E10S,1,Fuel Premuim,78,Fuel,68,336,667 Hooper,11701 State Highway 17,Hooper,81136,37.7451,-105.881,ACTIVE,23.61,2.5677,21.0423,8.559
565,2300004,20190421|846|1|3|5699236,2019-07-15,18980,G87E10S,1,Fuel Premuim,78,Fuel,68,386,846 Ozark,1537 Hwy 231 South,Ozark,36360,35.681,-94.7605,ACTIVE,12.0,1.4235,10.5765,4.745
88,2151805,20190422|143|1|100|5724118,2019-07-16,18980,G87E10S,1,Fuel Premuim,78,Fuel,68,27,143 Haleyville,42417 Hwy 195,Haleyville,35565,34.1177,-91.3771,ACTIVE,44.05,5.2248,38.8252,17.416
237,1895841,20190422|2926|2|1|3381423,2019-07-16,5364,32OZ FTN REFILL,154,Cold Bev-refills (314),233,Cold Dispensed Beverage,8,114,2926 Commerce City,8096 Brighton Rd,Commerce City,80022,39.8437,-104.921,ACTIVE,1.0,1.0,0.0,1.0
980,367336,20190422|292|2|2|3141057,2019-07-16,4382,REESES 1.5OZ REG,266,Vegan Candy,331,Candy,304,112,292 Aredale,117 E Main St,Aredale,50605,42.8351,-93.0034,ACTIVE,1.0,0.41228,0.58772,1.0
2589,1387614,20190422|556|1|1|3824300,2019-07-16,3017,MARLB SPCL SLCT RED 100 BX,206,Cig-off Inv-premium (441),11,Off Invoice Cigs (104),199,291,556 Saint Joseph,3906 Oakland Ave,Saint Joseph,64506,39.7825,-94.799,ACTIVE,4.91,-0.10524,5.01524,1.0
274,1129072,20190422|409|3|1|5391487,2019-07-16,4681,LITE 24PK CAN,196,Beer-premium (42),246,Beer,186,181,409 Cave Springs,115 E Midway St,Cave Springs,72718,36.2636,-94.2313,ACTIVE,19.99,2.09,17.9,1.0
2217,731384,20190423|158|4|4|8089810,2019-07-16,6274,FANTA PNAPL 20OZ,250,Pk Bev-csd/pop (71),243,Pop (587),448,49,158 Russellville,13675 Hwy 43,Russellville,35653,33.2376,-91.5121,ACTIVE,1.69,0.78282,0.90718,1.0
2960,1322218,20190422|518|1|100|5278598,2019-07-16,18975,G87E00M,1,Fuel Premuim,78,Fuel,68,272,518 Massena,99 Main St,Massena,50853,41.2517,-94.7692,ACTIVE,56.0,5.4921,50.5079,18.307
